lulusan_id,mahasiswa_id,prodi_id,tanggal_lulus,ipk,lama_studi_bulan,status_pasca_lulus,nama_perusahaan,bidang_kerja,masa_tunggu_bulan,sumber_data,ingested_at
LLS4e94cf0e,2017TS08972,TS,2022-02-27,3.29,65,Wirausaha,Universitas Lampung,Tidak Sesuai,6,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS97cd9e6e,2023AR32741,AR,2027-01-01,2.82,43,Bekerja,,Tidak Sesuai,18,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS12295430,2016AG18301,AG,2020-10-09,3.38,51,Bekerja,Telkom University,Tidak Sesuai,12,Tracer Study,2026-05-17T15:02:44+07:00
LLS393d423c,2016TI31198,TI,2020-06-05,3.91,43,Studi Lanjut,,Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLS7a8f6e5d,2023PWK47266,PWK,2027-01-01,2.83,44,Bekerja,,Tidak Sesuai,14,Tracer Study,2026-05-17T15:02:44+07:00
LLSa4d6b1d9,2020BIO07636,BIO,2024-04-03,3.47,49,Belum Bekerja,IPB University,Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS2d7ddfdf,2018FT31205,FT,2024-03-31,3.38,43,Belum Bekerja,NUS Singapore,Tidak Sesuai,12,Tracer Study,2026-05-17T15:02:44+07:00
LLSe7890d41,2020SI47008,SI,2025-05-13,3.38,55,Belum Bekerja,UGM,Tidak Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLS0a75f7fb,2020PWK30146,PWK,2025-05-31,3.87,53,Wirausaha,BRIN,Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSa4164e47,2019TI04185,TI,2025-05-23,3.71,47,Belum Bekerja,BRIN,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSade03f8f,2019KIM15795,KIM,2024-12-29,2.83,56,Wirausaha,,Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSf144b967,2020BIO26357,BIO,2025-12-02,3.17,46,Belum Bekerja,Unila,Sesuai,11,Tracer Study,2026-05-17T15:02:44+07:00
LLS71267cf9,2017SK14499,SK,2023-01-02,3.4,69,Bekerja,ITB,Tidak Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS636ed963,2023AG32297,AG,2027-01-01,3.37,69,Belum Bekerja,,Tidak Sesuai,7,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS7cb8fa55,2017GD34152,GD,2023-02-13,3.46,50,Studi Lanjut,,Tidak Sesuai,11,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb25587fe,2016MB05206,MB,2022-08-14,3.6,71,Belum Bekerja,,Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS50dec872,2018BIO39983,BIO,2023-01-11,2.82,60,Belum Bekerja,Unsri,Tidak Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS9a13d24f,2016TS03387,TS,2021-12-27,3.58,59,Bekerja,,Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSaea934d2,2021TM19858,TM,2025-10-19,3.89,54,Bekerja,,Tidak Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLS08292664,2019SK36812,SK,2025-11-23,3.45,44,Belum Bekerja,UGM,Tidak Sesuai,7,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS492afbc8,2020TP35570,TP,2024-10-30,3.42,60,Bekerja,,Sesuai,10,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSf42f7f9a,2019TL44071,TL,2025-12-20,3.11,71,Wirausaha,PT Pertamina,Sesuai,1,Tracer Study,2026-05-17T15:02:44+07:00
LLSfaf3620b,2018SI08877,SI,2023-08-15,3.34,72,Bekerja,UGM,Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS977aeeb8,2022SI26302,SI,2026-01-01,3.67,52,Studi Lanjut,Universitas Lampung,Sesuai,8,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb23b6174,2016TP15033,TP,2020-07-11,2.84,50,Bekerja,IPB University,Sesuai,1,Tracer Study,2026-05-17T15:02:44+07:00
LLSfd1b651f,2018TK36736,TK,2024-07-26,2.8,58,Bekerja,Osaka University,Tidak Sesuai,6,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS24efa106,2022FT12105,FT,2026-01-01,3.78,71,Studi Lanjut,TU Delft,Tidak Sesuai,7,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSd5ad45f7,2016SK19603,SK,2020-07-03,3.48,54,Studi Lanjut,Toyota Motor Manufacturing,Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS9ec351be,2019KIM08080,KIM,2023-08-31,3.17,47,Belum Bekerja,Telkom University,Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSc7e1019f,2017TL12969,TL,2021-01-12,3.86,61,Bekerja,LIPI,Sesuai,13,Tracer Study,2026-05-17T15:02:44+07:00
LLSa0dd488f,2023SK01903,SK,2027-01-01,3.53,67,Bekerja,PT Telkom Indonesia,Tidak Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLS772dffc3,2021SK06863,SK,2025-12-06,3.19,57,Bekerja,Chulalongkorn University,Sesuai,3,Tracer Study,2026-05-17T15:02:44+07:00
LLSc0b97bc1,2017KIM41629,KIM,2023-03-04,3.76,43,Bekerja,LIPI,Tidak Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSc1e80a17,2016GD29122,GD,2020-09-22,2.81,46,Bekerja,,Tidak Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSc814af8c,2021TE21028,TE,2025-02-09,3.27,70,Bekerja,PT Pertamina,Tidak Sesuai,11,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS31e67308,2023TI32068,TI,2027-01-01,3.12,61,Bekerja,PT Telkom Indonesia,Tidak Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLSc16808d8,2020TK04960,TK,2025-02-06,3.88,49,Bekerja,JICA Indonesia,Tidak Sesuai,16,Tracer Study,2026-05-17T15:02:44+07:00
LLS51f01a66,2021IF12384,IF,2025-07-25,3.15,62,Belum Bekerja,,Tidak Sesuai,15,Tracer Study,2026-05-17T15:02:44+07:00
LLSa0c5bad5,2017KIM21784,KIM,2023-11-03,3.4,42,Belum Bekerja,,Sesuai,7,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS0d8af0a4,2021TP40948,TP,2025-02-23,2.94,67,Bekerja,Universiti Malaya,Sesuai,17,Tracer Study,2026-05-17T15:02:44+07:00
LLS61870807,2016PWK24216,PWK,2021-11-29,2.78,47,Belum Bekerja,Unsri,Tidak Sesuai,18,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS27e6ac5f,2018SK04818,SK,2024-09-25,3.08,66,Wirausaha,PT Astra International,Tidak Sesuai,13,Tracer Study,2026-05-17T15:02:44+07:00
LLS7f613c94,2019TLK42607,TLK,2024-03-13,3.08,71,Bekerja,PT PLN,Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS502b3c19,2017IF18426,IF,2022-09-18,3.02,51,Belum Bekerja,,Tidak Sesuai,16,Tracer Study,2026-05-17T15:02:44+07:00
LLS1814186a,2019MB24443,MB,2024-02-06,3.43,63,Bekerja,Kyushu University,Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLS74cf9d4c,2019GD19371,GD,2025-08-07,3.2,64,Bekerja,,Tidak Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLS6295e35f,2021GD15811,GD,2025-01-28,3.01,72,Bekerja,PT Pertamina,Tidak Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSa8b42d58,2017TM25860,TM,2023-07-05,3.69,69,Bekerja,ITS,Tidak Sesuai,18,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS520be778,2022FT20083,FT,2026-01-01,3.91,57,Belum Bekerja,Huawei Indonesia,Tidak Sesuai,17,Tracer Study,2026-05-17T15:02:44+07:00
LLS42719053,2022GD05312,GD,2026-01-01,3.81,63,Bekerja,,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSf3206e97,2023TM03032,TM,2027-01-01,2.82,54,Belum Bekerja,,Sesuai,1,Tracer Study,2026-05-17T15:02:44+07:00
LLSa7ce9c4b,2017GL35226,GL,2021-01-25,2.84,59,Bekerja,BMKG,Tidak Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSba8099de,2020FT08616,FT,2025-04-15,3.88,72,Belum Bekerja,,Sesuai,13,Tracer Study,2026-05-17T15:02:44+07:00
LLS04803211,2017GD47106,GD,2021-11-03,3.06,50,Bekerja,,Tidak Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS559531fe,2017AG18145,AG,2022-08-03,3.87,56,Bekerja,,Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS21139af6,2017AR26566,AR,2021-05-04,3.32,54,Wirausaha,Telkom University,Tidak Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS7c86820a,2022TLK38934,TLK,2026-01-01,3.42,50,Belum Bekerja,Universiti Malaya,Tidak Sesuai,3,Tracer Study,2026-05-17T15:02:44+07:00
LLS6c59c78a,2020SK49567,SK,2024-09-28,3.37,69,Bekerja,Universiti Malaya,Sesuai,4,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSe9bfdc79,2016BIO16308,BIO,2021-06-27,3.69,66,Wirausaha,Unsri,Tidak Sesuai,1,Tracer Study,2026-05-17T15:02:44+07:00
LLSbc656140,2023SK48148,SK,2027-01-01,3.91,47,Bekerja,,Tidak Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLS347b75f3,2019AG48336,AG,2024-01-16,3.33,52,Bekerja,Universitas Lampung,Tidak Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSa5a879cf,2023TM30871,TM,2027-01-01,3.09,56,Bekerja,,Tidak Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLSbf44a794,2020SI37839,SI,2025-03-01,3.44,48,Bekerja,Universitas Lampung,Sesuai,4,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS482f6f1f,2020GD11644,GD,2025-03-14,3.15,52,Bekerja,,Tidak Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS48eb80b5,2019MTK36844,MTK,2023-05-31,3.53,49,Bekerja,,Tidak Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLS398c1f72,2018AR18727,AR,2022-06-19,3.64,63,Studi Lanjut,,Tidak Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLSf168b2a6,2018TE48010,TE,2023-03-06,3.33,52,Studi Lanjut,NUS Singapore,Tidak Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLS9afebd6e,2020TM34029,TM,2025-08-27,3.86,71,Studi Lanjut,Telkom University,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS584b6df8,2016TE17370,TE,2020-09-22,2.83,48,Wirausaha,,Tidak Sesuai,11,Tracer Study,2026-05-17T15:02:44+07:00
LLSa16b6d05,2017GD39586,GD,2021-06-04,3.71,58,Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS9b4c37a2,2021TG40131,TG,2025-08-16,3.15,70,Belum Bekerja,Unsri,Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLScce983ec,2023AR02424,AR,2027-01-01,3.8,72,Wirausaha,PT Astra International,Tidak Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLS048483ab,2018TS08063,TS,2023-02-24,2.87,50,Belum Bekerja,Universitas Lampung,Tidak Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS4755a404,2018MTK33049,MTK,2024-02-05,3.94,68,Wirausaha,,Sesuai,10,Tracer Study,2026-05-17T15:02:44+07:00
LLS5ca11d73,2019TE28357,TE,2024-02-06,3.65,67,Studi Lanjut,IPB University,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSaf765093,2018AG48039,AG,2022-06-24,3.36,45,Wirausaha,BMKG,Sesuai,4,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSafa054db,2016TL39022,TL,2020-01-31,2.93,65,Bekerja,Bank Indonesia,Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS0852c214,2016PWK46479,PWK,2020-05-14,3.38,66,Bekerja,Kyushu University,Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLS11246cee,2018SI17785,SI,2022-01-26,3.0,69,Bekerja,UNDP Indonesia,Tidak Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS0f9f78dc,2023MB31620,MB,2027-01-01,3.7,57,Wirausaha,ITS,Tidak Sesuai,5,Tracer Study,2026-05-17T15:02:44+07:00
LLS71ff0374,2019PWK45631,PWK,2024-08-04,3.58,56,Bekerja,,Tidak Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLS769779b1,2019TL28584,TL,2025-08-14,3.94,53,Bekerja,Osaka University,Sesuai,11,Tracer Study,2026-05-17T15:02:44+07:00
LLSc4b306d8,2023BIO14497,BIO,2027-01-01,3.05,62,Bekerja,,Tidak Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS9887a449,2023FIS26764,FIS,2027-01-01,3.58,49,Bekerja,Bank Indonesia,Sesuai,13,Tracer Study,2026-05-17T15:02:44+07:00
LLS4f225778,2020TLK11553,TLK,2025-05-03,3.38,50,Belum Bekerja,Toyota Motor Manufacturing,Tidak Sesuai,12,Tracer Study,2026-05-17T15:02:44+07:00
LLSe40352f6,2016PWK41178,PWK,2022-10-24,3.84,48,Bekerja,Google Indonesia,Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS820fe6ac,2021AR39722,AR,2025-04-20,2.97,55,Wirausaha,Universitas Indonesia,Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS39bd45d6,2021GL02753,GL,2025-05-04,3.27,60,Bekerja,Chulalongkorn University,Tidak Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS871d05f2,2018GD14014,GD,2023-12-09,3.55,47,Belum Bekerja,,Tidak Sesuai,16,Tracer Study,2026-05-17T15:02:44+07:00
LLS8a78b89e,2023TLK19674,TLK,2027-01-01,3.79,72,Studi Lanjut,PT Pertamina,Tidak Sesuai,10,Tracer Study,2026-05-17T15:02:44+07:00
LLS2938b03d,2020MB20879,MB,2024-01-19,3.94,62,Wirausaha,,Tidak Sesuai,4,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSad12351a,2017TP19705,TP,2023-03-31,3.52,52,Bekerja,Universiti Malaya,Tidak Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLS563d7427,2017IF04324,IF,2021-03-10,2.99,44,Bekerja,Bank Indonesia,Tidak Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS845c7170,2019MB35493,MB,2023-01-04,3.44,70,Belum Bekerja,,Tidak Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb07b4da9,2022TLK19703,TLK,2026-01-01,3.25,56,Studi Lanjut,BPS Lampung,Tidak Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb088a3cc,2017MTK38982,MTK,2022-09-26,3.12,67,Bekerja,,Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS82b061bb,2019FT43695,FT,2025-05-18,3.49,58,Bekerja,Telkom University,Tidak Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLSa740504c,2022AG00711,AG,2026-01-01,3.46,71,Bekerja,Huawei Indonesia,Sesuai,2,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS87a80fb4,2018TE38892,TE,2024-09-02,3.67,72,Bekerja,,Tidak Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS37f5be23,2018TG49668,TG,2022-10-23,3.52,65,Wirausaha,Osaka University,Tidak Sesuai,6,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSc1600dff,2019AG01816,AG,2025-11-21,2.9,67,Bekerja,,Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS6fc32292,2018IF21374,IF,2023-03-22,3.46,62,Belum Bekerja,Universiti Malaya,Tidak Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS3f3526ef,2023KIM15797,KIM,2027-01-01,3.68,54,Bekerja,World Bank Jakarta,Tidak Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLS5cb48441,2017PWK49920,PWK,2021-11-25,3.34,53,Belum Bekerja,,Tidak Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLSe0a826e3,2018AG43348,AG,2023-05-15,3.7,44,Bekerja,Toyota Motor Manufacturing,Sesuai,6,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS9bdab7ff,2023FIS01865,FIS,2027-01-01,3.6,46,Bekerja,,Sesuai,14,Tracer Study,2026-05-17T15:02:44+07:00
LLS4123a128,2019TS45375,TS,2025-03-03,3.27,63,Belum Bekerja,UNDP Indonesia,Tidak Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS57bc1fe3,2022PWK26471,PWK,2026-01-01,3.11,48,Bekerja,Osaka University,Tidak Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS3568aa3b,2017TI06190,TI,2022-05-26,3.31,47,Belum Bekerja,PT Pertamina,Sesuai,17,Tracer Study,2026-05-17T15:02:44+07:00
LLS11256dec,2016BIO48516,BIO,2022-02-24,3.17,53,Belum Bekerja,,Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSc017bd53,2023FIS24818,FIS,2027-01-01,3.32,46,Bekerja,Toyota Motor Manufacturing,Tidak Sesuai,16,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS8434385f,2017TI37397,TI,2022-10-06,3.79,63,Studi Lanjut,UGM,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLSf69d62a6,2022AG46519,AG,2026-01-01,3.89,69,Bekerja,IPB University,Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLS37fedfad,2017BIO05738,BIO,2023-10-13,2.86,46,Wirausaha,ITS,Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLS871cd8c5,2022TI15994,TI,2026-01-01,3.3,46,Bekerja,,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS52786098,2021AG15904,AG,2025-07-20,3.54,65,Bekerja,,Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS8050dd02,2017FIS21205,FIS,2022-07-18,3.02,50,Bekerja,ITS,Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS7667bfc2,2023FIS22254,FIS,2027-01-01,3.1,43,Belum Bekerja,IPB University,Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS128562f9,2019FIS10157,FIS,2024-11-10,3.09,70,Bekerja,Google Indonesia,Tidak Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS63f099cc,2017GD30702,GD,2022-04-16,3.62,56,Bekerja,IPB University,Sesuai,17,Tracer Study,2026-05-17T15:02:44+07:00
LLS6e951274,2020TE27123,TE,2024-03-01,2.86,68,Studi Lanjut,Toyota Motor Manufacturing,Sesuai,11,Tracer Study,2026-05-17T15:02:44+07:00
LLSb56cf816,2016AG41889,AG,2022-06-11,3.51,60,Belum Bekerja,Toyota Motor Manufacturing,Tidak Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLSb1ac72e3,2021TL15765,TL,2025-01-20,3.54,50,Belum Bekerja,Universitas Indonesia,Sesuai,12,Tracer Study,2026-05-17T15:02:44+07:00
LLS0f9f197e,2017GD21220,GD,2023-05-13,3.18,57,Belum Bekerja,Chulalongkorn University,Tidak Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS7cdc375d,2021AG06489,AG,2025-09-06,3.02,61,Belum Bekerja,BPS Lampung,Sesuai,1,Tracer Study,2026-05-17T15:02:44+07:00
LLS8d5f0aa2,2019BIO40151,BIO,2024-04-17,2.8,49,Wirausaha,Universitas Lampung,Sesuai,15,Tracer Study,2026-05-17T15:02:44+07:00
LLSf0a86d8a,2018AR06361,AR,2023-02-23,3.19,61,Belum Bekerja,Universitas Indonesia,Tidak Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSdfff89cd,2023TK19423,TK,2027-01-01,3.33,45,Bekerja,PT Bukit Asam,Tidak Sesuai,12,Tracer Study,2026-05-17T15:02:44+07:00
LLS5c2e4e33,2020TP42876,TP,2025-12-22,3.65,52,Bekerja,,Tidak Sesuai,10,Tracer Study,2026-05-17T15:02:44+07:00
LLS057dedab,2018TG45604,TG,2023-06-21,3.59,43,Bekerja,,Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS2bba56a7,2018SI30104,SI,2022-05-30,3.49,62,Bekerja,BMKG,Tidak Sesuai,15,Tracer Study,2026-05-17T15:02:44+07:00
LLSa98fa2f5,2016IF25071,IF,2020-12-18,3.77,47,Bekerja,IPB University,Sesuai,14,Tracer Study,2026-05-17T15:02:44+07:00
LLSa5755fa7,2017TS39287,TS,2023-05-21,3.16,64,Studi Lanjut,PT Bukit Asam,Tidak Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS7ee62f94,2021FT31664,FT,2025-08-05,3.15,53,Bekerja,TU Delft,Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS8b5c9503,2017MB38960,MB,2022-12-03,3.72,45,Bekerja,BMKG,Tidak Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS73954b45,2016TP19221,TP,2021-09-14,3.75,54,Bekerja,Kyushu University,Tidak Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS1a3bf811,2018TP49831,TP,2022-12-21,2.81,72,Belum Bekerja,,Sesuai,15,Tracer Study,2026-05-17T15:02:44+07:00
LLS9df83318,2023SK16606,SK,2027-01-01,3.58,60,Bekerja,Unila,Tidak Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLSe785b6a3,2017IF12765,IF,2023-09-29,3.13,46,Bekerja,,Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLS1d6d4654,2018TL16554,TL,2024-02-06,2.83,42,Wirausaha,Chulalongkorn University,Sesuai,4,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS321d6fc6,2020KIM27515,KIM,2024-10-09,3.65,68,Bekerja,LIPI,Tidak Sesuai,10,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS7b8b4c09,2023MB20747,MB,2027-01-01,2.84,43,Studi Lanjut,Universitas Lampung,Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLS7e24ecdb,2021SI11185,SI,2025-03-18,2.8,64,Bekerja,,Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS209cff75,2023FIS21937,FIS,2027-01-01,2.9,64,Bekerja,,Tidak Sesuai,12,Tracer Study,2026-05-17T15:02:44+07:00
LLS3f838a71,2018TS10747,TS,2024-12-10,3.89,58,Bekerja,,Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS028923b3,2022TLK02801,TLK,2026-01-01,3.76,68,Studi Lanjut,Universitas Lampung,Tidak Sesuai,4,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS2e520fab,2021TE07520,TE,2025-03-08,3.18,69,Bekerja,Toyota Motor Manufacturing,Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLS284f51e3,2017TE36654,TE,2021-05-15,3.35,54,Studi Lanjut,Universitas Lampung,Tidak Sesuai,18,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb9b8519f,2016PWK41125,PWK,2021-01-26,3.69,56,Wirausaha,BPS Lampung,Sesuai,5,Tracer Study,2026-05-17T15:02:44+07:00
LLSa01dbb87,2021TP47408,TP,2025-12-05,3.68,63,Bekerja,Bank Indonesia,Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLScc988bca,2016TE22065,TE,2021-05-08,3.38,71,Studi Lanjut,,Tidak Sesuai,1,Tracer Study,2026-05-17T15:02:44+07:00
LLSc3dedd06,2019SI35100,SI,2023-05-02,2.89,50,Belum Bekerja,JICA Indonesia,Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS535bc970,2023MB38873,MB,2027-01-01,3.27,56,Bekerja,Unila,Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS6b6cb832,2018KIM41490,KIM,2023-07-01,3.52,70,Studi Lanjut,,Sesuai,11,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSe9f46508,2017AG05005,AG,2022-11-19,3.38,68,Wirausaha,Unila,Tidak Sesuai,8,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS40628e86,2017TG32294,TG,2021-01-13,2.98,71,Bekerja,,Sesuai,7,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSacee274e,2016KIM06270,KIM,2022-08-28,3.78,59,Wirausaha,Chulalongkorn University,Tidak Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS2f02758f,2017MB09042,MB,2022-09-06,2.86,52,Bekerja,,Sesuai,11,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS1c17e91e,2019BIO26134,BIO,2025-01-05,3.07,54,Bekerja,,Tidak Sesuai,5,Tracer Study,2026-05-17T15:02:44+07:00
LLS6b68591f,2022MB42631,MB,2026-01-01,3.23,70,Bekerja,Politeknik Negeri Lampung,Sesuai,9,Tracer Study,2026-05-17T15:02:44+07:00
LLS16456c8b,2019MTK27621,MTK,2025-01-31,3.18,63,Belum Bekerja,,Tidak Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS6c790f62,2016TP11680,TP,2022-11-04,3.47,43,Belum Bekerja,BRIN,Tidak Sesuai,14,Tracer Study,2026-05-17T15:02:44+07:00
LLS297ff153,2023FIS29701,FIS,2027-01-01,2.79,46,Bekerja,PT Bukit Asam,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLSe2ccd6d7,2021FT14916,FT,2025-03-26,2.89,61,Bekerja,Toyota Motor Manufacturing,Tidak Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLS5531abe6,2018TI10582,TI,2024-11-27,3.53,45,Belum Bekerja,PT Telkom Indonesia,Sesuai,17,Tracer Study,2026-05-17T15:02:44+07:00
LLS6168c872,2020TP35372,TP,2024-06-26,3.22,43,Bekerja,Chulalongkorn University,Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS692cb5db,2016TL03049,TL,2020-10-06,3.78,71,Bekerja,TU Delft,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS4eb8b1f0,2018TLK42518,TLK,2024-03-18,3.37,54,Belum Bekerja,LIPI,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS7e54d9e7,2017FIS20711,FIS,2022-12-25,3.13,57,Bekerja,BRIN,Tidak Sesuai,7,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSea4e9b82,2016SI46214,SI,2020-09-12,3.26,57,Studi Lanjut,JICA Indonesia,Tidak Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
