kegiatan_id,dosen_id,jenis_kegiatan,nama_institusi,tanggal_mulai,tanggal_selesai,tahun,ingested_at
KGT486062ee,0298021391,Pembina_Prestasi,NUS Singapore,2024-04-09,2024-06-12,2024,2026-05-17T15:02:44+07:00
KGTb978799e,0298021391,Praktisi_Industri,Bank Indonesia,2024-02-07,2024-08-19,2024,2026-05-17T15:02:44+07:00
KGTed7e29ec,0298021391,Pembina_Prestasi,Osaka University,2020-05-04,2021-04-19,2020,2026-05-17T15:02:44+07:00
KGT120abe8d,0617416392,QS100,Kyushu University,2025-04-20,2026-03-19,2025,2026-05-17T15:02:44+07:00
KGT5c449d62,0617416392,Praktisi_Industri,Osaka University,2022-06-24,2023-02-03,2022,2026-05-17T15:02:44+07:00
KGT2fc082ca,0594519393,QS100,TU Delft,2020-03-25,2021-03-04,2020,2026-05-17T15:02:44+07:00
KGTfa7be2c5,0594519393,Tridarma_PT_Lain,ITS,2021-04-06,2021-11-10,2021,2026-05-17T15:02:44+07:00
KGTdcec78b8,0594519393,QS100,JICA Indonesia,2020-04-05,2020-06-30,2020,2026-05-17T15:02:44+07:00
KGT9ec2d1a7,0594519393,Praktisi_Industri,Toyota Motor Manufacturing,2021-04-28,2021-10-16,2021,2026-05-17T15:02:44+07:00
KGTdbd3e82c,0884111394,Tridarma_PT_Lain,BRIN,2025-06-05,2026-01-14,2025,2026-05-17T15:02:44+07:00
KGTff9c1e55,0468311395,Tridarma_PT_Lain,UGM,2020-01-31,2020-03-22,2020,2026-05-17T15:02:44+07:00
KGTb48c0cb9,0468311395,QS100,Toyota Motor Manufacturing,2021-02-15,2021-08-10,2021,2026-05-17T15:02:44+07:00
KGT0c5fc6ad,0468311395,Praktisi_Industri,ITB,2023-05-30,2023-07-01,2023,2026-05-17T15:02:44+07:00
KGTe50c6cb1,0468311395,Pembina_Prestasi,NUS Singapore,2025-01-22,2025-04-25,2025,2026-05-17T15:02:44+07:00
KGTee4dcd1f,0573132397,Pembina_Prestasi,Kyushu University,2021-01-04,2021-12-06,2021,2026-05-17T15:02:44+07:00
KGTe27d4e75,0626475398,Pembina_Prestasi,Bank Indonesia,2020-01-08,2020-06-20,2020,2026-05-17T15:02:44+07:00
KGTa277ffe6,0626475398,Pembina_Prestasi,TU Delft,2023-04-24,2023-09-24,2023,2026-05-17T15:02:44+07:00
KGTab6d7e7c,0626475398,Pembina_Prestasi,Politeknik Negeri Lampung,2020-06-13,2021-02-06,2020,2026-05-17T15:02:44+07:00
KGT70fd1921,0626475398,Praktisi_Industri,IPB University,2024-02-27,2024-08-08,2024,2026-05-17T15:02:44+07:00
KGTcac43009,0655494399,QS100,LIPI,2023-02-02,2023-12-06,2023,2026-05-17T15:02:44+07:00
KGTe1b88cda,0655494399,Praktisi_Industri,Osaka University,2020-01-05,2020-08-14,2020,2026-05-17T15:02:44+07:00
KGTbf61966a,0655494399,Praktisi_Industri,BPS Lampung,2020-03-31,2020-08-19,2020,2026-05-17T15:02:44+07:00
KGT1f549ae1,0463736400,QS100,PT Telkom Indonesia,2021-03-28,2022-01-26,2021,2026-05-17T15:02:44+07:00
KGTb624369b,0463736400,QS100,BPS Lampung,2021-03-28,2022-03-11,2021,2026-05-17T15:02:44+07:00
KGTa8c7ee3f,0463736400,Praktisi_Industri,Telkom University,2020-04-04,2021-02-25,2020,2026-05-17T15:02:44+07:00
KGTa3f068be,0463736400,Tridarma_PT_Lain,UGM,2022-01-18,2022-07-09,2022,2026-05-17T15:02:44+07:00
KGTf055bc22,0733770401,QS100,Huawei Indonesia,2023-04-27,2023-12-21,2023,2026-05-17T15:02:44+07:00
KGT16cd1830,0733770401,Tridarma_PT_Lain,World Bank Jakarta,2021-05-11,2021-10-04,2021,2026-05-17T15:02:44+07:00
KGTf4510696,0733770401,Tridarma_PT_Lain,Universitas Indonesia,2020-04-12,2020-07-02,2020,2026-05-17T15:02:44+07:00
KGT2b68d1cd,0662116402,Pembina_Prestasi,BPS Lampung,2023-06-02,2024-02-13,2023,2026-05-17T15:02:44+07:00
KGTd4f8efc1,0662116402,QS100,ITS,2025-01-19,2025-05-31,2025,2026-05-17T15:02:44+07:00
KGT5bd081f9,0662116402,Praktisi_Industri,BMKG,2023-02-10,2023-08-31,2023,2026-05-17T15:02:44+07:00
KGTed5d9a4d,0662116402,Praktisi_Industri,JICA Indonesia,2023-06-17,2023-11-06,2023,2026-05-17T15:02:44+07:00
KGTdfe4ec32,0340061403,QS100,JICA Indonesia,2022-04-26,2022-05-31,2022,2026-05-17T15:02:44+07:00
KGT82aa7bda,0340061403,Pembina_Prestasi,ITS,2025-05-12,2025-07-15,2025,2026-05-17T15:02:44+07:00
KGTa6f50f67,0216090404,Tridarma_PT_Lain,ITS,2021-05-25,2021-10-16,2021,2026-05-17T15:02:44+07:00
KGT5f6df58d,0216090404,Tridarma_PT_Lain,Toyota Motor Manufacturing,2025-04-24,2026-03-09,2025,2026-05-17T15:02:44+07:00
KGTaa2fcbe5,0216090404,Praktisi_Industri,BRIN,2022-04-15,2022-06-30,2022,2026-05-17T15:02:44+07:00
KGT999b2737,0384978405,QS100,PT PLN,2025-04-18,2025-09-18,2025,2026-05-17T15:02:44+07:00
KGT908cb2ba,0384978405,Praktisi_Industri,Osaka University,2022-02-05,2022-08-05,2022,2026-05-17T15:02:44+07:00
KGT306d4eba,0384978405,QS100,Kyushu University,2022-06-19,2023-02-24,2022,2026-05-17T15:02:44+07:00
KGT6e3b9ccf,0384978405,Pembina_Prestasi,IPB University,2025-03-15,2026-02-13,2025,2026-05-17T15:02:44+07:00
KGT75788e19,0384978405,Pembina_Prestasi,PT Astra International,2024-02-27,2024-06-19,2024,2026-05-17T15:02:44+07:00
KGT4742e7d4,0384978405,Praktisi_Industri,World Bank Jakarta,2022-01-16,2022-05-23,2022,2026-05-17T15:02:44+07:00
KGT0b0c6ff6,0118862406,QS100,Universiti Malaya,2023-02-10,2024-01-17,2023,2026-05-17T15:02:44+07:00
KGT89c0ce82,0118862406,Pembina_Prestasi,BMKG,2022-01-28,2022-12-14,2022,2026-05-17T15:02:44+07:00
KGTe7682e9d,0118862406,Praktisi_Industri,Google Indonesia,2025-06-05,2025-09-12,2025,2026-05-17T15:02:44+07:00
KGT89d5f94b,0577126407,Praktisi_Industri,Toyota Motor Manufacturing,2020-02-27,2020-07-21,2020,2026-05-17T15:02:44+07:00
KGT47c7a6f9,0577126407,Pembina_Prestasi,Bank Indonesia,2020-06-30,2021-05-07,2020,2026-05-17T15:02:44+07:00
KGTebf97975,0577126407,QS100,PT Bukit Asam,2024-01-13,2024-04-07,2024,2026-05-17T15:02:44+07:00
KGT3d8625ff,0783832408,Pembina_Prestasi,Chulalongkorn University,2024-02-03,2024-08-10,2024,2026-05-17T15:02:44+07:00
KGT7362a807,0406705409,Praktisi_Industri,TU Delft,2024-04-21,2024-06-12,2024,2026-05-17T15:02:44+07:00
KGT7619f466,0983330410,Praktisi_Industri,Unila,2024-01-26,2024-11-02,2024,2026-05-17T15:02:44+07:00
KGTc5f61854,0983330410,Praktisi_Industri,BPS Lampung,2024-05-02,2024-06-23,2024,2026-05-17T15:02:44+07:00
KGT32e90025,0983330410,Pembina_Prestasi,BMKG,2020-03-29,2020-09-07,2020,2026-05-17T15:02:44+07:00
KGT8743e054,0983330410,Tridarma_PT_Lain,BMKG,2022-01-26,2022-09-18,2022,2026-05-17T15:02:44+07:00
KGTa41da84a,0983330410,QS100,PT Bukit Asam,2020-06-26,2021-03-04,2020,2026-05-17T15:02:44+07:00
KGTd636fc3d,0983330410,Pembina_Prestasi,Kyushu University,2023-03-30,2024-03-17,2023,2026-05-17T15:02:44+07:00
KGTdc565513,0205194411,Tridarma_PT_Lain,ITS,2022-06-01,2022-11-22,2022,2026-05-17T15:02:44+07:00
KGT32c84818,0205194411,Praktisi_Industri,Politeknik Negeri Lampung,2020-06-15,2021-05-28,2020,2026-05-17T15:02:44+07:00
KGTf38ffb01,0205194411,Pembina_Prestasi,Huawei Indonesia,2023-01-13,2023-04-25,2023,2026-05-17T15:02:44+07:00
KGTf1a2dbd0,0336679412,Pembina_Prestasi,Universiti Malaya,2022-01-21,2022-03-31,2022,2026-05-17T15:02:44+07:00
KGTe4052b57,0336679412,Praktisi_Industri,IPB University,2020-03-21,2020-05-17,2020,2026-05-17T15:02:44+07:00
KGT5ffd8727,0569145413,QS100,ITS,2023-03-16,2024-01-13,2023,2026-05-17T15:02:44+07:00
KGT06df4d93,0569145413,Pembina_Prestasi,ITB,2023-03-06,2024-01-25,2023,2026-05-17T15:02:44+07:00
KGT31ca7cbd,0569145413,Praktisi_Industri,Telkom University,2021-01-29,2021-09-10,2021,2026-05-17T15:02:44+07:00
KGT25ae17c4,0864666415,Pembina_Prestasi,Toyota Motor Manufacturing,2022-01-18,2022-08-19,2022,2026-05-17T15:02:44+07:00
KGTbd9e5f67,0864666415,Tridarma_PT_Lain,ITB,2023-02-22,2023-04-30,2023,2026-05-17T15:02:44+07:00
KGTe65df43e,0864666415,Tridarma_PT_Lain,PT Astra International,2022-03-09,2022-12-25,2022,2026-05-17T15:02:44+07:00
KGT2f0fd8b7,0775111416,Pembina_Prestasi,TU Delft,2024-04-05,2025-03-13,2024,2026-05-17T15:02:44+07:00
KGTbefd1f85,0407151417,Tridarma_PT_Lain,UGM,2021-04-21,2022-04-04,2021,2026-05-17T15:02:44+07:00
KGTc198e223,0407151417,Pembina_Prestasi,NUS Singapore,2020-05-20,2020-10-30,2020,2026-05-17T15:02:44+07:00
KGT665a23fd,0407151417,Praktisi_Industri,BPS Lampung,2024-04-03,2024-11-14,2024,2026-05-17T15:02:44+07:00
KGT9c8cdf8f,0407151417,Praktisi_Industri,PT PLN,2021-02-04,2021-07-20,2021,2026-05-17T15:02:44+07:00
KGT7fd2f75e,0895999418,Praktisi_Industri,Bank Indonesia,2025-05-29,2026-03-20,2025,2026-05-17T15:02:44+07:00
KGTf88b8a42,0895999418,Tridarma_PT_Lain,Osaka University,2023-05-02,2023-10-10,2023,2026-05-17T15:02:44+07:00
KGT05d6c3f4,0895999418,Praktisi_Industri,Universitas Lampung,2025-06-18,2026-05-10,2025,2026-05-17T15:02:44+07:00
KGT7a7a7311,0216220419,Tridarma_PT_Lain,Unsri,2025-05-08,2025-08-13,2025,2026-05-17T15:02:44+07:00
KGT61e6931c,0216220419,Pembina_Prestasi,LIPI,2020-02-20,2020-10-18,2020,2026-05-17T15:02:44+07:00
KGTccb8d240,0216220419,Praktisi_Industri,Unsri,2025-06-27,2026-05-08,2025,2026-05-17T15:02:44+07:00
KGT5f645e6d,0216220419,Pembina_Prestasi,Telkom University,2022-05-28,2022-12-05,2022,2026-05-17T15:02:44+07:00
KGT5d0718fe,0639478420,Tridarma_PT_Lain,PT Bukit Asam,2023-06-09,2023-09-05,2023,2026-05-17T15:02:44+07:00
KGT3b9212b4,0639478420,Pembina_Prestasi,UGM,2025-02-21,2025-06-03,2025,2026-05-17T15:02:44+07:00
KGTb6697be4,0100020421,QS100,ITS,2020-03-30,2020-07-29,2020,2026-05-17T15:02:44+07:00
KGT2a6ddeb2,0487818422,Tridarma_PT_Lain,Universitas Lampung,2020-04-11,2020-11-21,2020,2026-05-17T15:02:44+07:00
KGT66e2fa12,0990630424,Tridarma_PT_Lain,PT PLN,2023-04-02,2023-12-30,2023,2026-05-17T15:02:44+07:00
KGT96c6d02b,0990630424,Tridarma_PT_Lain,IPB University,2020-05-04,2021-03-19,2020,2026-05-17T15:02:44+07:00
KGTad2b209f,0990630424,Pembina_Prestasi,UNDP Indonesia,2020-05-23,2020-10-05,2020,2026-05-17T15:02:44+07:00
KGT95ef0ab9,0990630424,Pembina_Prestasi,PT Astra International,2021-05-17,2021-10-31,2021,2026-05-17T15:02:44+07:00
KGT2ccb8c77,0246938425,QS100,Toyota Motor Manufacturing,2020-01-02,2020-08-07,2020,2026-05-17T15:02:44+07:00
KGTf01037b3,0246938425,Praktisi_Industri,PT PLN,2022-01-29,2022-06-12,2022,2026-05-17T15:02:44+07:00
KGTedf32be2,0246938425,QS100,PT PLN,2021-02-09,2021-04-01,2021,2026-05-17T15:02:44+07:00
KGT26e76af4,0246938425,QS100,World Bank Jakarta,2021-02-15,2021-07-19,2021,2026-05-17T15:02:44+07:00
KGT9df0e0b1,0124777426,QS100,IPB University,2022-04-08,2022-07-01,2022,2026-05-17T15:02:44+07:00
KGT2d0a1c48,0124777426,Tridarma_PT_Lain,UNDP Indonesia,2021-01-25,2021-03-12,2021,2026-05-17T15:02:44+07:00
KGTd4117f65,0124777426,QS100,IPB University,2024-04-17,2024-08-20,2024,2026-05-17T15:02:44+07:00
KGT6ddb4090,0124777426,Tridarma_PT_Lain,Universitas Indonesia,2023-06-17,2024-06-06,2023,2026-05-17T15:02:44+07:00
KGT521aa41a,0283384428,Pembina_Prestasi,BPS Lampung,2022-05-11,2022-12-09,2022,2026-05-17T15:02:44+07:00
KGTfb7d14cd,0283384428,Praktisi_Industri,BRIN,2020-03-02,2020-09-14,2020,2026-05-17T15:02:44+07:00
KGTe56e6a1d,0543823431,Tridarma_PT_Lain,Universiti Malaya,2020-01-04,2020-12-15,2020,2026-05-17T15:02:44+07:00
KGT71925531,0543823431,QS100,Telkom University,2023-05-29,2023-09-09,2023,2026-05-17T15:02:44+07:00
KGTe808829b,0543823431,Tridarma_PT_Lain,UGM,2021-01-16,2021-05-13,2021,2026-05-17T15:02:44+07:00
KGT4a8c234f,0966823432,QS100,Universitas Lampung,2025-02-27,2025-05-16,2025,2026-05-17T15:02:44+07:00
KGT75f72ae5,0966823432,QS100,Politeknik Negeri Lampung,2022-05-29,2023-03-28,2022,2026-05-17T15:02:44+07:00
KGTe40be5a5,0966823432,Praktisi_Industri,Huawei Indonesia,2025-05-04,2025-11-29,2025,2026-05-17T15:02:44+07:00
KGT5dd04700,0342608433,Pembina_Prestasi,Huawei Indonesia,2021-03-24,2022-02-08,2021,2026-05-17T15:02:44+07:00
KGT81f6c511,0342608433,Tridarma_PT_Lain,PT PLN,2022-04-07,2022-10-26,2022,2026-05-17T15:02:44+07:00
KGT4f3002fe,0550919434,Praktisi_Industri,ITS,2024-02-27,2025-01-28,2024,2026-05-17T15:02:44+07:00
KGT45e01013,0550919434,QS100,Telkom University,2020-05-05,2020-10-31,2020,2026-05-17T15:02:44+07:00
KGTa2fc6d88,0960758436,QS100,Kyushu University,2024-06-20,2025-01-20,2024,2026-05-17T15:02:44+07:00
KGT6da3afb3,0960758436,Praktisi_Industri,Universitas Indonesia,2021-06-10,2021-08-11,2021,2026-05-17T15:02:44+07:00
KGT60b29135,0980274438,Pembina_Prestasi,Kyushu University,2025-02-08,2025-05-20,2025,2026-05-17T15:02:44+07:00
KGT157a2c09,0861537439,Tridarma_PT_Lain,Universitas Indonesia,2025-01-18,2025-12-22,2025,2026-05-17T15:02:44+07:00
KGTb64e0657,0861537439,Tridarma_PT_Lain,PT Telkom Indonesia,2021-01-11,2021-03-03,2021,2026-05-17T15:02:44+07:00
KGT8e2ed59a,0861537439,Tridarma_PT_Lain,Universitas Lampung,2023-01-04,2023-12-14,2023,2026-05-17T15:02:44+07:00
KGTc84ff7a9,0861537439,QS100,BPS Lampung,2023-06-13,2024-05-23,2023,2026-05-17T15:02:44+07:00
KGT3b86b4b9,0686745440,Praktisi_Industri,PT Astra International,2020-06-23,2020-11-11,2020,2026-05-17T15:02:44+07:00
KGT62054c38,0686745440,QS100,ITB,2020-04-18,2020-06-22,2020,2026-05-17T15:02:44+07:00
KGTf3b83cec,0625493441,QS100,Universitas Indonesia,2024-02-02,2024-06-30,2024,2026-05-17T15:02:44+07:00
KGT529e4193,0625493441,Pembina_Prestasi,Huawei Indonesia,2020-06-09,2020-12-09,2020,2026-05-17T15:02:44+07:00
KGT916e1f46,0625493441,Tridarma_PT_Lain,PT Telkom Indonesia,2022-05-19,2022-11-12,2022,2026-05-17T15:02:44+07:00
KGTbe33cf1c,0625493441,QS100,Osaka University,2024-01-12,2024-05-05,2024,2026-05-17T15:02:44+07:00
KGTd0b4c466,0140483442,Pembina_Prestasi,Telkom University,2024-05-01,2024-08-23,2024,2026-05-17T15:02:44+07:00
KGTa7935e94,0140483442,QS100,UNDP Indonesia,2020-04-09,2021-04-04,2020,2026-05-17T15:02:44+07:00
KGT808865c0,0327041443,Praktisi_Industri,PT Bukit Asam,2023-05-21,2023-08-16,2023,2026-05-17T15:02:44+07:00
KGT0092d222,0327041443,Pembina_Prestasi,UGM,2025-03-16,2025-07-13,2025,2026-05-17T15:02:44+07:00
KGT02743e4f,0327041443,Pembina_Prestasi,PT Astra International,2021-04-20,2021-08-12,2021,2026-05-17T15:02:44+07:00
KGT314f7e08,0981066444,Tridarma_PT_Lain,PT Telkom Indonesia,2022-01-19,2022-09-18,2022,2026-05-17T15:02:44+07:00
KGT85924740,0981066444,QS100,Kyushu University,2021-01-27,2021-03-03,2021,2026-05-17T15:02:44+07:00
KGT2040d57e,0887456445,Pembina_Prestasi,Universitas Indonesia,2022-06-21,2022-10-04,2022,2026-05-17T15:02:44+07:00
KGT15fc2ce9,0887456445,Tridarma_PT_Lain,Unsri,2022-02-26,2022-07-17,2022,2026-05-17T15:02:44+07:00
KGTb9f816a5,0887456445,QS100,ITS,2020-06-27,2021-01-30,2020,2026-05-17T15:02:44+07:00
KGT88a20767,0887456445,Pembina_Prestasi,Chulalongkorn University,2023-05-28,2023-12-14,2023,2026-05-17T15:02:44+07:00
KGT1d35604e,0851856446,Praktisi_Industri,TU Delft,2024-03-20,2024-04-21,2024,2026-05-17T15:02:44+07:00
KGT6043fd1b,0432875447,Pembina_Prestasi,JICA Indonesia,2020-05-05,2020-06-06,2020,2026-05-17T15:02:44+07:00
KGT38cfd564,0432875447,Tridarma_PT_Lain,ITS,2025-03-03,2025-04-02,2025,2026-05-17T15:02:44+07:00
KGTfb1bf24a,0582088448,QS100,Toyota Motor Manufacturing,2022-01-25,2022-12-12,2022,2026-05-17T15:02:44+07:00
KGT82ba1003,0582088448,Tridarma_PT_Lain,Google Indonesia,2025-05-30,2025-09-13,2025,2026-05-17T15:02:44+07:00
KGT9d9b4fa3,0514594449,Tridarma_PT_Lain,Toyota Motor Manufacturing,2025-05-24,2026-05-15,2025,2026-05-17T15:02:44+07:00
KGTbb0c365f,0514594449,QS100,UGM,2023-04-03,2023-12-29,2023,2026-05-17T15:02:44+07:00
KGTc83742ed,0651207450,Tridarma_PT_Lain,TU Delft,2023-04-04,2023-07-25,2023,2026-05-17T15:02:44+07:00
KGT8bd5f349,0651207450,Pembina_Prestasi,PT Pertamina,2023-06-08,2023-07-17,2023,2026-05-17T15:02:44+07:00
KGT24e833c1,0334615451,Tridarma_PT_Lain,Universitas Lampung,2025-06-19,2025-08-16,2025,2026-05-17T15:02:44+07:00
KGTdf976b04,0334615451,Tridarma_PT_Lain,PT Pertamina,2023-03-22,2023-07-01,2023,2026-05-17T15:02:44+07:00
KGT7a8ead0c,0306695452,Praktisi_Industri,Universitas Lampung,2024-04-23,2025-04-03,2024,2026-05-17T15:02:44+07:00
KGTc2db19fd,0306695452,QS100,Toyota Motor Manufacturing,2025-03-31,2025-05-17,2025,2026-05-17T15:02:44+07:00
KGT7b990896,0360173453,Pembina_Prestasi,PT Bukit Asam,2022-01-15,2022-09-25,2022,2026-05-17T15:02:44+07:00
KGTa9036a8d,0798294454,QS100,Huawei Indonesia,2025-05-13,2025-10-19,2025,2026-05-17T15:02:44+07:00
KGT243d9546,0798294454,QS100,NUS Singapore,2020-04-29,2021-04-23,2020,2026-05-17T15:02:44+07:00
KGT6e7b9ddc,0427571455,Pembina_Prestasi,LIPI,2021-01-04,2021-08-09,2021,2026-05-17T15:02:44+07:00
KGT0c8027b5,0427571455,Praktisi_Industri,PT Pertamina,2023-04-25,2024-01-28,2023,2026-05-17T15:02:44+07:00
KGT39b6e4eb,0427571455,Tridarma_PT_Lain,TU Delft,2022-06-04,2022-11-14,2022,2026-05-17T15:02:44+07:00
KGTfec763fa,0427571455,Praktisi_Industri,Universitas Lampung,2025-05-01,2025-06-16,2025,2026-05-17T15:02:44+07:00
KGTe5e14a7c,0417704456,QS100,Universiti Malaya,2025-04-09,2025-07-05,2025,2026-05-17T15:02:44+07:00
KGT6981185b,0417704456,Pembina_Prestasi,PT Telkom Indonesia,2024-06-24,2025-03-26,2024,2026-05-17T15:02:44+07:00
KGT977404a5,0417704456,Praktisi_Industri,PT Astra International,2022-03-16,2022-12-18,2022,2026-05-17T15:02:44+07:00
KGT72a9dd1e,0417704456,Praktisi_Industri,Toyota Motor Manufacturing,2025-03-12,2025-09-07,2025,2026-05-17T15:02:44+07:00
KGT47be837e,0188244457,Praktisi_Industri,PT Telkom Indonesia,2023-04-09,2024-02-02,2023,2026-05-17T15:02:44+07:00
KGT7da89af8,0188244457,QS100,PT Pertamina,2020-01-26,2020-07-31,2020,2026-05-17T15:02:44+07:00
KGTc1e9aba1,0168926458,QS100,TU Delft,2025-04-17,2026-03-11,2025,2026-05-17T15:02:44+07:00
KGTc70e8be1,0973834459,Praktisi_Industri,BMKG,2022-01-13,2022-03-30,2022,2026-05-17T15:02:44+07:00
KGTbdb9f779,0973834459,QS100,IPB University,2022-02-25,2022-03-31,2022,2026-05-17T15:02:44+07:00
KGT3f0677bf,0973834459,Pembina_Prestasi,Universiti Malaya,2022-01-05,2023-01-03,2022,2026-05-17T15:02:44+07:00
KGT3cad80f2,0973834459,Tridarma_PT_Lain,Google Indonesia,2020-03-18,2020-10-16,2020,2026-05-17T15:02:44+07:00
KGT2a04c447,0694306461,Pembina_Prestasi,BRIN,2024-01-27,2024-09-30,2024,2026-05-17T15:02:44+07:00
KGT9a538bad,0277173463,Tridarma_PT_Lain,Universiti Malaya,2023-04-05,2024-03-15,2023,2026-05-17T15:02:44+07:00
KGT787a8f73,0277173463,QS100,UNDP Indonesia,2022-05-23,2022-08-30,2022,2026-05-17T15:02:44+07:00
KGT7717b42a,0277173463,Tridarma_PT_Lain,PT Telkom Indonesia,2020-05-18,2021-01-20,2020,2026-05-17T15:02:44+07:00
KGTd73248d8,0277173463,Tridarma_PT_Lain,Toyota Motor Manufacturing,2025-04-07,2025-08-20,2025,2026-05-17T15:02:44+07:00
KGT3d077bde,0909109464,QS100,Osaka University,2025-06-20,2025-12-23,2025,2026-05-17T15:02:44+07:00
KGT5f35c70f,0839791466,Praktisi_Industri,Politeknik Negeri Lampung,2021-04-04,2021-11-12,2021,2026-05-17T15:02:44+07:00
KGT6ec93518,0839791466,Tridarma_PT_Lain,BRIN,2023-01-20,2024-01-07,2023,2026-05-17T15:02:44+07:00
KGTd8c7fadb,0839791466,Praktisi_Industri,ITS,2021-02-04,2021-06-11,2021,2026-05-17T15:02:44+07:00
KGTb54234d4,0839791466,Pembina_Prestasi,Universitas Lampung,2023-02-17,2023-06-21,2023,2026-05-17T15:02:44+07:00
KGT32e9431c,0819519467,Praktisi_Industri,Google Indonesia,2023-05-28,2024-03-08,2023,2026-05-17T15:02:44+07:00
KGT7458e1af,0819519467,QS100,Kyushu University,2022-03-21,2022-05-11,2022,2026-05-17T15:02:44+07:00
KGTf3d162ad,0819519467,QS100,World Bank Jakarta,2020-04-14,2021-01-17,2020,2026-05-17T15:02:44+07:00
KGTa73cbbda,0490557468,Pembina_Prestasi,IPB University,2024-03-31,2025-01-17,2024,2026-05-17T15:02:44+07:00
KGT922ea7df,0490557468,Praktisi_Industri,Osaka University,2024-03-07,2024-06-05,2024,2026-05-17T15:02:44+07:00
KGT8c04ed8e,0490557468,Tridarma_PT_Lain,Politeknik Negeri Lampung,2020-05-29,2020-07-23,2020,2026-05-17T15:02:44+07:00
KGTfd5a8f64,0343772469,Praktisi_Industri,Telkom University,2023-05-30,2023-07-13,2023,2026-05-17T15:02:44+07:00
KGT42b07380,0343772469,Praktisi_Industri,Politeknik Negeri Lampung,2021-01-26,2022-01-09,2021,2026-05-17T15:02:44+07:00
KGT51eb6229,0343772469,Tridarma_PT_Lain,PT PLN,2024-06-26,2025-03-14,2024,2026-05-17T15:02:44+07:00
KGT0bc93d50,0645571470,QS100,Universitas Indonesia,2023-05-19,2023-06-23,2023,2026-05-17T15:02:44+07:00
KGT9e067188,0887831471,Tridarma_PT_Lain,Universitas Indonesia,2023-05-05,2023-12-26,2023,2026-05-17T15:02:44+07:00
KGTbebd028e,0887831471,Tridarma_PT_Lain,Kyushu University,2021-06-14,2022-03-06,2021,2026-05-17T15:02:44+07:00
KGT9cd1090f,0887831471,Pembina_Prestasi,BPS Lampung,2025-01-13,2025-10-16,2025,2026-05-17T15:02:44+07:00
KGT36be2f16,0979280472,Tridarma_PT_Lain,BRIN,2025-03-04,2025-08-14,2025,2026-05-17T15:02:44+07:00
KGTdceaeddd,0979280472,Praktisi_Industri,ITS,2024-01-09,2024-05-09,2024,2026-05-17T15:02:44+07:00
KGT02b6400e,0335816473,QS100,LIPI,2024-03-25,2025-01-22,2024,2026-05-17T15:02:44+07:00
KGT03b740de,0335816473,Tridarma_PT_Lain,Universiti Malaya,2023-02-03,2024-01-28,2023,2026-05-17T15:02:44+07:00
KGT612c6b0a,0335816473,Praktisi_Industri,LIPI,2023-06-04,2024-04-04,2023,2026-05-17T15:02:44+07:00
KGTdd574d72,0335816473,QS100,World Bank Jakarta,2023-04-13,2023-07-06,2023,2026-05-17T15:02:44+07:00
KGT9a6264dd,0335816473,Pembina_Prestasi,PT Pertamina,2024-03-13,2024-06-13,2024,2026-05-17T15:02:44+07:00
KGTbbf57092,0496400474,Praktisi_Industri,ITS,2024-05-11,2024-07-23,2024,2026-05-17T15:02:44+07:00
KGTde98d959,0496400474,Praktisi_Industri,Universitas Lampung,2020-01-01,2020-11-29,2020,2026-05-17T15:02:44+07:00
KGTac0ef002,0496400474,QS100,NUS Singapore,2022-03-11,2022-09-24,2022,2026-05-17T15:02:44+07:00
KGTb4f7adef,0690307475,Tridarma_PT_Lain,BRIN,2021-01-27,2021-02-26,2021,2026-05-17T15:02:44+07:00
KGT1e60ddfc,0690307475,Praktisi_Industri,Telkom University,2024-02-07,2024-07-05,2024,2026-05-17T15:02:44+07:00
KGTacf5d784,0922440476,Pembina_Prestasi,Kyushu University,2025-05-10,2025-08-23,2025,2026-05-17T15:02:44+07:00
KGT180f5be5,0922440476,Tridarma_PT_Lain,PT Bukit Asam,2024-01-01,2024-03-18,2024,2026-05-17T15:02:44+07:00
KGTa0157daf,0922440476,QS100,Kyushu University,2023-02-26,2024-02-10,2023,2026-05-17T15:02:44+07:00
KGT8ad40f66,0628727477,Praktisi_Industri,ITS,2023-05-20,2024-04-10,2023,2026-05-17T15:02:44+07:00
KGT76dd249e,0628727477,Pembina_Prestasi,ITS,2021-06-01,2021-07-13,2021,2026-05-17T15:02:44+07:00
KGT007139db,0628727477,QS100,Unsri,2023-04-19,2023-12-19,2023,2026-05-17T15:02:44+07:00
KGTb5915b84,0681021478,Tridarma_PT_Lain,Unsri,2024-05-03,2025-04-28,2024,2026-05-17T15:02:44+07:00
KGT5084ad74,0681021478,Pembina_Prestasi,Universitas Indonesia,2021-02-14,2021-08-26,2021,2026-05-17T15:02:44+07:00
KGT884cec3d,0681021478,QS100,BMKG,2025-03-11,2025-08-05,2025,2026-05-17T15:02:44+07:00
KGT6fd63356,0652685479,Praktisi_Industri,Telkom University,2024-03-23,2024-11-22,2024,2026-05-17T15:02:44+07:00
KGTadea61ba,0898718480,QS100,Toyota Motor Manufacturing,2022-06-26,2022-10-10,2022,2026-05-17T15:02:44+07:00
KGT0e83fc22,0898718480,Pembina_Prestasi,Huawei Indonesia,2025-01-29,2025-09-22,2025,2026-05-17T15:02:44+07:00
